,index,Row ID,Order Date,Customer ID,Year,First Purchase,Order?,Prev Year?,Customer Classification,YoY Difference
1993,2472,2473.0,2020-01-22,CM-11935,2020,2019,1,1.0,Consistent,0.0
1994,10271,,,CM-11935,2021,2019,0,1.0,Sleeping,154.0
1995,6775,6776.0,2019-03-29,CM-12115,2019,2019,1,,New,-134.0
1996,10180,,,CM-12115,2020,2019,0,1.0,Sleeping,-20.0
1997,1337,1338.0,2021-03-31,CM-12115,2021,2019,1,0.0,Returning,154.0
1998,1338,1339.0,2021-03-31,CM-12115,2021,2019,1,1.0,Consistent,0.0
1999,1339,1340.0,2021-03-31,CM-12115,2021,2019,1,1.0,Consistent,0.0
2000,7205,7206.0,2021-02-10,CM-12115,2021,2019,1,1.0,Consistent,0.0
2001,7206,7207.0,2021-02-10,CM-12115,2021,2019,1,1.0,Consistent,0.0
2002,8177,8178.0,2021-12-22,CM-12115,2021,2019,1,1.0,Consistent,0.0
2003,3770,3771.0,2020-12-17,CM-12160,2020,2020,1,,New,-396.0
2004,4185,4186.0,2020-10-21,CM-12160,2020,2020,1,1.0,Consistent,0.0
2005,1068,1069.0,2021-09-28,CM-12160,2021,2020,1,1.0,Consistent,51.0
2006,2690,2691.0,2021-04-12,CM-12160,2021,2020,1,1.0,Consistent,0.0
2007,6195,6196.0,2021-10-21,CM-12160,2021,2020,1,1.0,Consistent,0.0
2008,6196,6197.0,2021-10-21,CM-12160,2021,2020,1,1.0,Consistent,0.0
2009,8606,8607.0,2021-08-18,CM-12160,2021,2020,1,1.0,Consistent,0.0
2010,1563,1564.0,2019-09-11,CM-12190,2019,2019,1,,New,211.0
2011,3404,3405.0,2019-10-17,CM-12190,2019,2019,1,1.0,Consistent,0.0
2012,5618,5619.0,2019-09-18,CM-12190,2019,2019,1,1.0,Consistent,0.0
2013,10206,,,CM-12190,2020,2019,0,1.0,Sleeping,-20.0
2014,2007,2008.0,2021-03-08,CM-12190,2021,2019,1,0.0,Returning,154.0
2015,7491,7492.0,2021-11-16,CM-12190,2021,2019,1,1.0,Consistent,0.0
2016,8577,8578.0,2021-12-22,CM-12190,2021,2019,1,1.0,Consistent,0.0
2017,8578,8579.0,2021-12-22,CM-12190,2021,2019,1,1.0,Consistent,0.0
2018,2572,2573.0,2020-12-08,CM-12235,2020,2020,1,,New,-396.0
2019,5861,5862.0,2020-01-05,CM-12235,2020,2020,1,1.0,Consistent,0.0
2020,5862,5863.0,2020-01-05,CM-12235,2020,2020,1,1.0,Consistent,0.0
2021,5863,5864.0,2020-01-05,CM-12235,2020,2020,1,1.0,Consistent,0.0
2022,7616,7617.0,2020-10-12,CM-12235,2020,2020,1,1.0,Consistent,0.0
2023,7617,7618.0,2020-10-12,CM-12235,2020,2020,1,1.0,Consistent,0.0
2024,8622,8623.0,2020-11-27,CM-12235,2020,2020,1,1.0,Consistent,0.0
2025,9500,9501.0,2020-05-26,CM-12235,2020,2020,1,1.0,Consistent,0.0
2026,10281,,,CM-12235,2021,2020,0,1.0,Sleeping,51.0
2027,506,507.0,2019-03-16,CM-12385,2019,2019,1,,New,211.0
2028,507,508.0,2019-03-16,CM-12385,2019,2019,1,1.0,Consistent,0.0
2029,508,509.0,2019-03-16,CM-12385,2019,2019,1,1.0,Consistent,0.0
2030,509,510.0,2019-03-16,CM-12385,2019,2019,1,1.0,Consistent,0.0
2031,2448,2449.0,2019-09-14,CM-12385,2019,2019,1,1.0,Consistent,0.0
2032,10067,,,CM-12385,2020,2019,0,1.0,Sleeping,-20.0
2033,4772,4773.0,2021-11-23,CM-12385,2021,2019,1,0.0,Returning,154.0
2034,4773,4774.0,2021-11-23,CM-12385,2021,2019,1,1.0,Consistent,0.0
2035,4774,4775.0,2021-11-23,CM-12385,2021,2019,1,1.0,Consistent,0.0
2036,9490,9491.0,2021-03-01,CM-12385,2021,2019,1,1.0,Consistent,0.0
2037,9491,9492.0,2021-03-01,CM-12385,2021,2019,1,1.0,Consistent,0.0
2038,860,861.0,2018-09-06,CM-12445,2018,2018,1,,New,1387.0
2039,861,862.0,2018-09-06,CM-12445,2018,2018,1,1.0,Consistent,0.0
2040,10110,,,CM-12445,2019,2018,0,1.0,Sleeping,-205.0
2041,5212,5213.0,2020-09-26,CM-12445,2020,2018,1,0.0,Returning,281.0
2042,5213,5214.0,2020-09-26,CM-12445,2020,2018,1,1.0,Consistent,0.0
2043,5214,5215.0,2020-09-26,CM-12445,2020,2018,1,1.0,Consistent,0.0
2044,5215,5216.0,2020-09-26,CM-12445,2020,2018,1,1.0,Consistent,0.0
2045,6205,6206.0,2020-10-20,CM-12445,2020,2018,1,1.0,Consistent,0.0
2046,6206,6207.0,2020-10-20,CM-12445,2020,2018,1,1.0,Consistent,0.0
2047,6207,6208.0,2020-10-20,CM-12445,2020,2018,1,1.0,Consistent,0.0
2048,10111,,,CM-12445,2021,2018,0,1.0,Sleeping,430.0
2049,1486,1487.0,2019-03-11,CM-12655,2019,2019,1,,New,-2027.0
2050,1487,1488.0,2019-03-11,CM-12655,2019,2019,1,1.0,Consistent,0.0
2051,1488,1489.0,2019-03-11,CM-12655,2019,2019,1,1.0,Consistent,0.0
2052,9961,9962.0,2019-03-19,CM-12655,2019,2019,1,1.0,Consistent,0.0
2053,9962,9963.0,2019-03-19,CM-12655,2019,2019,1,1.0,Consistent,0.0
2054,3195,3196.0,2020-08-08,CM-12655,2020,2019,1,1.0,Consistent,-20.0
2055,6116,6117.0,2020-11-13,CM-12655,2020,2019,1,1.0,Consistent,0.0
2056,6117,6118.0,2020-11-13,CM-12655,2020,2019,1,1.0,Consistent,0.0
2057,3295,3296.0,2021-01-10,CM-12655,2021,2019,1,1.0,Consistent,154.0
2058,4716,4717.0,2021-03-12,CM-12655,2021,2019,1,1.0,Consistent,0.0
2059,7545,7546.0,2018-10-10,CM-12715,2018,2018,1,,New,1387.0
2060,7546,7547.0,2018-10-10,CM-12715,2018,2018,1,1.0,Consistent,0.0
2061,7547,7548.0,2018-10-10,CM-12715,2018,2018,1,1.0,Consistent,0.0
2062,7548,7549.0,2018-10-10,CM-12715,2018,2018,1,1.0,Consistent,0.0
2063,8049,8050.0,2018-09-26,CM-12715,2018,2018,1,1.0,Consistent,0.0
2064,8050,8051.0,2018-09-26,CM-12715,2018,2018,1,1.0,Consistent,0.0
2065,8051,8052.0,2018-09-26,CM-12715,2018,2018,1,1.0,Consistent,0.0
2066,9640,9641.0,2018-07-03,CM-12715,2018,2018,1,1.0,Consistent,0.0
2067,9641,9642.0,2018-07-03,CM-12715,2018,2018,1,1.0,Consistent,0.0
2068,9642,9643.0,2018-07-03,CM-12715,2018,2018,1,1.0,Consistent,0.0
2069,9643,9644.0,2018-07-03,CM-12715,2018,2018,1,1.0,Consistent,0.0
2070,8780,8781.0,2019-01-03,CM-12715,2019,2018,1,1.0,Consistent,-205.0
2071,8781,8782.0,2019-01-03,CM-12715,2019,2018,1,1.0,Consistent,0.0
2072,10385,,,CM-12715,2020,2018,0,1.0,Sleeping,281.0
2073,10386,,,CM-12715,2021,2018,0,0.0,,430.0
2074,2715,2716.0,2018-04-12,CP-12085,2018,2018,1,,New,-506.0
2075,6045,6046.0,2019-03-09,CP-12085,2019,2018,1,1.0,Consistent,-205.0
2076,7438,7439.0,2019-03-24,CP-12085,2019,2018,1,1.0,Consistent,0.0
2077,1327,1328.0,2020-03-30,CP-12085,2020,2018,1,1.0,Consistent,281.0
2078,9275,9276.0,2020-05-26,CP-12085,2020,2018,1,1.0,Consistent,0.0
2079,9276,9277.0,2020-05-26,CP-12085,2020,2018,1,1.0,Consistent,0.0
2080,1941,1942.0,2021-08-29,CP-12085,2021,2018,1,1.0,Consistent,430.0
2081,1942,1943.0,2021-08-29,CP-12085,2021,2018,1,1.0,Consistent,0.0
2082,1943,1944.0,2021-08-29,CP-12085,2021,2018,1,1.0,Consistent,0.0
2083,2711,2712.0,2021-09-10,CP-12085,2021,2018,1,1.0,Consistent,0.0
2084,6618,6619.0,2021-01-13,CP-12085,2021,2018,1,1.0,Consistent,0.0
2085,6619,6620.0,2021-01-13,CP-12085,2021,2018,1,1.0,Consistent,0.0
2086,6620,6621.0,2021-01-13,CP-12085,2021,2018,1,1.0,Consistent,0.0
2087,6621,6622.0,2021-01-13,CP-12085,2021,2018,1,1.0,Consistent,0.0
2088,2357,2358.0,2018-03-17,CP-12340,2018,2018,1,,New,-506.0
2089,2358,2359.0,2018-03-17,CP-12340,2018,2018,1,1.0,Consistent,0.0
2090,2359,2360.0,2018-03-17,CP-12340,2018,2018,1,1.0,Consistent,0.0
2091,2360,2361.0,2018-03-17,CP-12340,2018,2018,1,1.0,Consistent,0.0
2092,2361,2362.0,2018-03-17,CP-12340,2018,2018,1,1.0,Consistent,0.0
2093,6047,6048.0,2019-07-11,CP-12340,2019,2018,1,1.0,Consistent,-205.0
2094,6048,6049.0,2019-07-11,CP-12340,2019,2018,1,1.0,Consistent,0.0
2095,1484,1485.0,2020-10-14,CP-12340,2020,2018,1,1.0,Consistent,281.0
2096,4360,4361.0,2020-05-21,CP-12340,2020,2018,1,1.0,Consistent,0.0
2097,7743,7744.0,2020-06-17,CP-12340,2020,2018,1,1.0,Consistent,0.0
2098,7744,7745.0,2020-06-17,CP-12340,2020,2018,1,1.0,Consistent,0.0
2099,7745,7746.0,2020-06-17,CP-12340,2020,2018,1,1.0,Consistent,0.0
2100,9937,9938.0,2020-03-06,CP-12340,2020,2018,1,1.0,Consistent,0.0
2101,758,759.0,2021-07-23,CP-12340,2021,2018,1,1.0,Consistent,430.0
2102,3655,3656.0,2021-04-24,CP-12340,2021,2018,1,1.0,Consistent,0.0
2103,2421,2422.0,2020-04-18,CR-12580,2020,2020,1,,New,-2289.0
2104,2422,2423.0,2020-04-18,CR-12580,2020,2020,1,1.0,Consistent,0.0
2105,5633,5634.0,2020-09-23,CR-12580,2020,2020,1,1.0,Consistent,0.0
2106,6243,6244.0,2020-11-24,CR-12580,2020,2020,1,1.0,Consistent,0.0
2107,7996,7997.0,2021-03-11,CR-12580,2021,2020,1,1.0,Consistent,51.0
2108,7997,7998.0,2021-03-11,CR-12580,2021,2020,1,1.0,Consistent,0.0
2109,306,307.0,2018-01-06,CR-12625,2018,2018,1,,New,1732.0
2110,307,308.0,2018-01-06,CR-12625,2018,2018,1,1.0,Consistent,0.0
2111,8694,8695.0,2018-08-23,CR-12625,2018,2018,1,1.0,Consistent,0.0
2112,10042,,,CR-12625,2019,2018,0,1.0,Sleeping,-205.0
2113,8891,8892.0,2020-09-16,CR-12625,2020,2018,1,0.0,Returning,281.0
2114,10043,,,CR-12625,2021,2018,0,1.0,Sleeping,430.0
2115,5799,5800.0,2018-08-20,CR-12730,2018,2018,1,,New,-506.0
2116,10081,,,CR-12730,2019,2018,0,1.0,Sleeping,-205.0
2117,654,655.0,2020-08-22,CR-12730,2020,2018,1,0.0,Returning,281.0
2118,655,656.0,2020-08-22,CR-12730,2020,2018,1,1.0,Consistent,0.0
2119,656,657.0,2020-08-22,CR-12730,2020,2018,1,1.0,Consistent,0.0
2120,2902,2903.0,2020-12-06,CR-12730,2020,2018,1,1.0,Consistent,0.0
2121,3006,3007.0,2021-10-13,CR-12730,2021,2018,1,1.0,Consistent,430.0
2122,7833,7834.0,2019-01-24,CR-12820,2019,2019,1,,New,-2027.0
2123,10346,,,CR-12820,2020,2019,0,1.0,Sleeping,-20.0
2124,4181,4182.0,2021-06-10,CR-12820,2021,2019,1,0.0,Returning,154.0
2125,4182,4183.0,2021-06-10,CR-12820,2021,2019,1,1.0,Consistent,0.0
2126,4183,4184.0,2021-06-10,CR-12820,2021,2019,1,1.0,Consistent,0.0
2127,8105,8106.0,2021-02-17,CR-12820,2021,2019,1,1.0,Consistent,0.0
2128,8106,8107.0,2021-02-17,CR-12820,2021,2019,1,1.0,Consistent,0.0
2129,8107,8108.0,2021-02-17,CR-12820,2021,2019,1,1.0,Consistent,0.0
2130,9511,9512.0,2018-12-14,CS-11845,2018,2018,1,,New,1387.0
2131,4045,4046.0,2019-02-04,CS-11845,2019,2018,1,1.0,Consistent,-205.0
2132,4061,4062.0,2019-09-17,CS-11845,2019,2018,1,1.0,Consistent,0.0
2133,10308,,,CS-11845,2020,2018,0,1.0,Sleeping,281.0
2134,3145,3146.0,2021-11-02,CS-11845,2021,2018,1,0.0,Returning,430.0
2135,3146,3147.0,2021-11-02,CS-11845,2021,2018,1,1.0,Consistent,0.0
2136,5265,5266.0,2021-09-30,CS-11845,2021,2018,1,1.0,Consistent,0.0
2137,5266,5267.0,2021-09-30,CS-11845,2021,2018,1,1.0,Consistent,0.0
2138,5267,5268.0,2021-09-30,CS-11845,2021,2018,1,1.0,Consistent,0.0
2139,5152,5153.0,2018-06-30,CS-11860,2018,2018,1,,New,-506.0
2140,5153,5154.0,2018-06-30,CS-11860,2018,2018,1,1.0,Consistent,0.0
2141,7036,7037.0,2018-02-05,CS-11860,2018,2018,1,1.0,Consistent,0.0
2142,8979,8980.0,2019-10-19,CS-11860,2019,2018,1,1.0,Consistent,-205.0
2143,10359,,,CS-11860,2020,2018,0,1.0,Sleeping,281.0
2144,4768,4769.0,2021-02-06,CS-11860,2021,2018,1,0.0,Returning,430.0
2145,6831,6832.0,2021-07-21,CS-11860,2021,2018,1,1.0,Consistent,0.0
2146,9009,9010.0,2021-12-07,CS-11860,2021,2018,1,1.0,Consistent,0.0
2147,2749,2750.0,2018-08-06,CS-11950,2018,2018,1,,New,-506.0
2148,3299,3300.0,2018-11-18,CS-11950,2018,2018,1,1.0,Consistent,0.0
2149,3300,3301.0,2018-11-18,CS-11950,2018,2018,1,1.0,Consistent,0.0
2150,3301,3302.0,2018-11-18,CS-11950,2018,2018,1,1.0,Consistent,0.0
2151,3302,3303.0,2018-11-18,CS-11950,2018,2018,1,1.0,Consistent,0.0
2152,3303,3304.0,2018-11-18,CS-11950,2018,2018,1,1.0,Consistent,0.0
2153,9267,9268.0,2019-09-25,CS-11950,2019,2018,1,1.0,Consistent,-205.0
2154,9268,9269.0,2019-09-25,CS-11950,2019,2018,1,1.0,Consistent,0.0
2155,2159,2160.0,2020-03-09,CS-11950,2020,2018,1,1.0,Consistent,281.0
2156,5058,5059.0,2020-03-04,CS-11950,2020,2018,1,1.0,Consistent,0.0
2157,5420,5421.0,2020-03-31,CS-11950,2020,2018,1,1.0,Consistent,0.0
2158,5421,5422.0,2020-03-31,CS-11950,2020,2018,1,1.0,Consistent,0.0
2159,9706,9707.0,2020-10-21,CS-11950,2020,2018,1,1.0,Consistent,0.0
2160,9707,9708.0,2020-10-21,CS-11950,2020,2018,1,1.0,Consistent,0.0
2161,9708,9709.0,2020-10-21,CS-11950,2020,2018,1,1.0,Consistent,0.0
2162,9709,9710.0,2020-10-21,CS-11950,2020,2018,1,1.0,Consistent,0.0
2163,578,579.0,2021-07-20,CS-11950,2021,2018,1,1.0,Consistent,430.0
2164,579,580.0,2021-07-20,CS-11950,2021,2018,1,1.0,Consistent,0.0
2165,7323,7324.0,2021-05-12,CS-11950,2021,2018,1,1.0,Consistent,0.0
2166,7324,7325.0,2021-05-12,CS-11950,2021,2018,1,1.0,Consistent,0.0
2167,9373,9374.0,2021-07-05,CS-11950,2021,2018,1,1.0,Consistent,0.0
2168,9611,9612.0,2021-10-24,CS-11950,2021,2018,1,1.0,Consistent,0.0
2169,171,172.0,2018-05-08,CS-12130,2018,2018,1,,New,-506.0
2170,172,173.0,2018-05-08,CS-12130,2018,2018,1,1.0,Consistent,0.0
2171,173,174.0,2018-05-08,CS-12130,2018,2018,1,1.0,Consistent,0.0
2172,344,345.0,2019-12-20,CS-12130,2019,2018,1,1.0,Consistent,-205.0
2173,2271,2272.0,2019-09-21,CS-12130,2019,2018,1,1.0,Consistent,0.0
2174,2691,2692.0,2020-08-28,CS-12130,2020,2018,1,1.0,Consistent,281.0
2175,2692,2693.0,2020-08-28,CS-12130,2020,2018,1,1.0,Consistent,0.0
2176,10022,,,CS-12130,2021,2018,0,1.0,Sleeping,430.0
2177,6768,6769.0,2018-12-08,CS-12175,2018,2018,1,,New,-506.0
2178,10342,,,CS-12175,2019,2018,0,1.0,Sleeping,-205.0
2179,3988,3989.0,2020-04-17,CS-12175,2020,2018,1,0.0,Returning,281.0
2180,4189,4190.0,2020-09-26,CS-12175,2020,2018,1,1.0,Consistent,0.0
2181,5820,5821.0,2021-12-05,CS-12175,2021,2018,1,1.0,Consistent,430.0
2182,5821,5822.0,2021-12-05,CS-12175,2021,2018,1,1.0,Consistent,0.0
2183,5822,5823.0,2021-12-05,CS-12175,2021,2018,1,1.0,Consistent,0.0
2184,5823,5824.0,2021-12-05,CS-12175,2021,2018,1,1.0,Consistent,0.0
2185,8737,8738.0,2021-06-04,CS-12175,2021,2018,1,1.0,Consistent,0.0
2186,763,764.0,2018-01-13,CS-12250,2018,2018,1,,New,-506.0
2187,764,765.0,2018-01-13,CS-12250,2018,2018,1,1.0,Consistent,0.0
2188,765,766.0,2018-01-13,CS-12250,2018,2018,1,1.0,Consistent,0.0
2189,766,767.0,2018-01-13,CS-12250,2018,2018,1,1.0,Consistent,0.0
2190,767,768.0,2018-01-13,CS-12250,2018,2018,1,1.0,Consistent,0.0
2191,5192,5193.0,2018-11-28,CS-12250,2018,2018,1,1.0,Consistent,0.0
2192,5193,5194.0,2018-11-28,CS-12250,2018,2018,1,1.0,Consistent,0.0
2193,5194,5195.0,2018-11-28,CS-12250,2018,2018,1,1.0,Consistent,0.0
2194,5195,5196.0,2018-11-28,CS-12250,2018,2018,1,1.0,Consistent,0.0
2195,8735,8736.0,2018-07-02,CS-12250,2018,2018,1,1.0,Consistent,0.0
2196,2585,2586.0,2019-03-11,CS-12250,2019,2018,1,1.0,Consistent,-205.0
2197,5348,5349.0,2019-04-01,CS-12250,2019,2018,1,1.0,Consistent,0.0
2198,5349,5350.0,2019-04-01,CS-12250,2019,2018,1,1.0,Consistent,0.0
2199,9060,9061.0,2019-11-20,CS-12250,2019,2018,1,1.0,Consistent,0.0
2200,9061,9062.0,2019-11-20,CS-12250,2019,2018,1,1.0,Consistent,0.0
2201,4306,4307.0,2020-06-28,CS-12250,2020,2018,1,1.0,Consistent,281.0
2202,4307,4308.0,2020-06-28,CS-12250,2020,2018,1,1.0,Consistent,0.0
2203,9720,9721.0,2020-09-22,CS-12250,2020,2018,1,1.0,Consistent,0.0
2204,5480,5481.0,2021-08-10,CS-12250,2021,2018,1,1.0,Consistent,430.0
2205,5481,5482.0,2021-08-10,CS-12250,2021,2018,1,1.0,Consistent,0.0
2206,5482,5483.0,2021-08-10,CS-12250,2021,2018,1,1.0,Consistent,0.0
2207,5483,5484.0,2021-08-10,CS-12250,2021,2018,1,1.0,Consistent,0.0
2208,6356,6357.0,2021-01-23,CS-12250,2021,2018,1,1.0,Consistent,0.0
2209,6357,6358.0,2021-01-23,CS-12250,2021,2018,1,1.0,Consistent,0.0
2210,6358,6359.0,2021-01-23,CS-12250,2021,2018,1,1.0,Consistent,0.0
2211,6359,6360.0,2021-01-23,CS-12250,2021,2018,1,1.0,Consistent,0.0
2212,8390,8391.0,2021-04-12,CS-12250,2021,2018,1,1.0,Consistent,0.0
2213,8800,8801.0,2021-11-23,CS-12250,2021,2018,1,1.0,Consistent,0.0
2214,6792,6793.0,2018-08-15,CS-12355,2018,2018,1,,New,-506.0
2215,8994,8995.0,2018-08-15,CS-12355,2018,2018,1,1.0,Consistent,0.0
2216,8995,8996.0,2018-08-15,CS-12355,2018,2018,1,1.0,Consistent,0.0
2217,1117,1118.0,2019-04-09,CS-12355,2019,2018,1,1.0,Consistent,-205.0
2218,1118,1119.0,2019-04-09,CS-12355,2019,2018,1,1.0,Consistent,0.0
2219,1119,1120.0,2019-04-09,CS-12355,2019,2018,1,1.0,Consistent,0.0
2220,1120,1121.0,2019-04-09,CS-12355,2019,2018,1,1.0,Consistent,0.0
2221,6703,6704.0,2019-06-23,CS-12355,2019,2018,1,1.0,Consistent,0.0
2222,6704,6705.0,2019-06-23,CS-12355,2019,2018,1,1.0,Consistent,0.0
2223,6705,6706.0,2019-06-23,CS-12355,2019,2018,1,1.0,Consistent,0.0
2224,2393,2394.0,2020-03-17,CS-12355,2020,2018,1,1.0,Consistent,281.0
2225,1262,1263.0,2021-07-07,CS-12355,2021,2018,1,1.0,Consistent,430.0
2226,2286,2287.0,2021-11-17,CS-12355,2021,2018,1,1.0,Consistent,0.0
2227,3099,3100.0,2021-04-14,CS-12355,2021,2018,1,1.0,Consistent,0.0
2228,3100,3101.0,2021-04-14,CS-12355,2021,2018,1,1.0,Consistent,0.0
2229,4029,4030.0,2021-12-24,CS-12355,2021,2018,1,1.0,Consistent,0.0
2230,4030,4031.0,2021-12-24,CS-12355,2021,2018,1,1.0,Consistent,0.0
2231,4740,4741.0,2021-12-11,CS-12355,2021,2018,1,1.0,Consistent,0.0
2232,4741,4742.0,2021-12-11,CS-12355,2021,2018,1,1.0,Consistent,0.0
2233,4742,4743.0,2021-12-11,CS-12355,2021,2018,1,1.0,Consistent,0.0
2234,6744,6745.0,2021-06-16,CS-12355,2021,2018,1,1.0,Consistent,0.0
2235,6745,6746.0,2021-06-16,CS-12355,2021,2018,1,1.0,Consistent,0.0
2236,2905,2906.0,2018-09-26,CS-12400,2018,2018,1,,New,-506.0
2237,3902,3903.0,2019-02-10,CS-12400,2019,2018,1,1.0,Consistent,-205.0
2238,2449,2450.0,2020-05-11,CS-12400,2020,2018,1,1.0,Consistent,281.0
2239,8248,8249.0,2020-10-05,CS-12400,2020,2018,1,1.0,Consistent,0.0
2240,84,85.0,2021-11-13,CS-12400,2021,2018,1,1.0,Consistent,430.0
2241,231,232.0,2021-07-04,CS-12400,2021,2018,1,1.0,Consistent,0.0
2242,232,233.0,2021-07-04,CS-12400,2021,2018,1,1.0,Consistent,0.0
2243,233,234.0,2021-07-04,CS-12400,2021,2018,1,1.0,Consistent,0.0
2244,234,235.0,2021-07-04,CS-12400,2021,2018,1,1.0,Consistent,0.0
2245,235,236.0,2021-07-04,CS-12400,2021,2018,1,1.0,Consistent,0.0
2246,1561,1562.0,2021-05-09,CS-12400,2021,2018,1,1.0,Consistent,0.0
2247,7484,7485.0,2021-12-28,CS-12400,2021,2018,1,1.0,Consistent,0.0
2248,7485,7486.0,2021-12-28,CS-12400,2021,2018,1,1.0,Consistent,0.0
2249,8695,8696.0,2021-09-15,CS-12400,2021,2018,1,1.0,Consistent,0.0
2250,1303,1304.0,2021-03-07,CS-12460,2021,2021,1,,New,-2453.0
2251,1304,1305.0,2021-03-07,CS-12460,2021,2021,1,1.0,Consistent,0.0
2252,2462,2463.0,2021-03-12,CS-12460,2021,2021,1,1.0,Consistent,0.0
2253,2463,2464.0,2021-03-12,CS-12460,2021,2021,1,1.0,Consistent,0.0
2254,2464,2465.0,2021-03-12,CS-12460,2021,2021,1,1.0,Consistent,0.0
2255,2465,2466.0,2021-03-12,CS-12460,2021,2021,1,1.0,Consistent,0.0
2256,9796,9797.0,2019-12-01,CS-12490,2019,2019,1,,New,426.0
2257,9797,9798.0,2019-12-01,CS-12490,2019,2019,1,1.0,Consistent,0.0
2258,9798,9799.0,2019-12-01,CS-12490,2019,2019,1,1.0,Consistent,0.0
2259,9799,9800.0,2019-12-01,CS-12490,2019,2019,1,1.0,Consistent,0.0
2260,9800,9801.0,2019-12-01,CS-12490,2019,2019,1,1.0,Consistent,0.0
2261,3377,3378.0,2020-01-11,CS-12490,2020,2019,1,1.0,Consistent,-20.0
2262,8136,8137.0,2020-12-08,CS-12490,2020,2019,1,1.0,Consistent,0.0
2263,9677,9678.0,2020-04-18,CS-12490,2020,2019,1,1.0,Consistent,0.0
2264,9678,9679.0,2020-04-18,CS-12490,2020,2019,1,1.0,Consistent,0.0
2265,10319,,,CS-12490,2021,2019,0,1.0,Sleeping,154.0
2266,9659,9660.0,2018-03-26,CS-12505,2018,2018,1,,New,1387.0
2267,2803,2804.0,2019-12-05,CS-12505,2019,2018,1,1.0,Consistent,-205.0
2268,2804,2805.0,2019-12-05,CS-12505,2019,2018,1,1.0,Consistent,0.0
2269,1477,1478.0,2020-11-13,CS-12505,2020,2018,1,1.0,Consistent,281.0
2270,1507,1508.0,2020-09-17,CS-12505,2020,2018,1,1.0,Consistent,0.0
2271,7771,7772.0,2020-11-25,CS-12505,2020,2018,1,1.0,Consistent,0.0
2272,7772,7773.0,2020-11-25,CS-12505,2020,2018,1,1.0,Consistent,0.0
2273,7773,7774.0,2020-11-25,CS-12505,2020,2018,1,1.0,Consistent,0.0
2274,6822,6823.0,2021-02-11,CS-12505,2021,2018,1,1.0,Consistent,430.0
2275,4689,4690.0,2018-12-20,CT-11995,2018,2018,1,,New,-506.0
2276,4690,4691.0,2018-12-20,CT-11995,2018,2018,1,1.0,Consistent,0.0
2277,4691,4692.0,2018-12-20,CT-11995,2018,2018,1,1.0,Consistent,0.0
2278,4692,4693.0,2018-12-20,CT-11995,2018,2018,1,1.0,Consistent,0.0
2279,4693,4694.0,2018-12-20,CT-11995,2018,2018,1,1.0,Consistent,0.0
2280,6562,6563.0,2018-07-05,CT-11995,2018,2018,1,1.0,Consistent,0.0
2281,6563,6564.0,2018-07-05,CT-11995,2018,2018,1,1.0,Consistent,0.0
2282,6564,6565.0,2018-07-05,CT-11995,2018,2018,1,1.0,Consistent,0.0
2283,6565,6566.0,2018-07-05,CT-11995,2018,2018,1,1.0,Consistent,0.0
2284,2235,2236.0,2019-09-15,CT-11995,2019,2018,1,1.0,Consistent,-205.0
2285,2236,2237.0,2019-09-15,CT-11995,2019,2018,1,1.0,Consistent,0.0
2286,2241,2242.0,2020-11-26,CT-11995,2020,2018,1,1.0,Consistent,281.0
2287,8875,8876.0,2020-08-13,CT-11995,2020,2018,1,1.0,Consistent,0.0
2288,8876,8877.0,2020-08-13,CT-11995,2020,2018,1,1.0,Consistent,0.0
2289,2034,2035.0,2021-09-25,CT-11995,2021,2018,1,1.0,Consistent,430.0
2290,2035,2036.0,2021-09-25,CT-11995,2021,2018,1,1.0,Consistent,0.0
2291,2684,2685.0,2021-06-29,CT-11995,2021,2018,1,1.0,Consistent,0.0
2292,2927,2928.0,2021-04-06,CT-11995,2021,2018,1,1.0,Consistent,0.0
2293,5028,5029.0,2018-02-09,CV-12295,2018,2018,1,,New,-506.0
2294,7839,7840.0,2018-03-28,CV-12295,2018,2018,1,1.0,Consistent,0.0
2295,7840,7841.0,2018-03-28,CV-12295,2018,2018,1,1.0,Consistent,0.0
2296,10267,,,CV-12295,2019,2018,0,1.0,Sleeping,-205.0
2297,5330,5331.0,2020-04-09,CV-12295,2020,2018,1,0.0,Returning,281.0
2298,5331,5332.0,2020-04-09,CV-12295,2020,2018,1,1.0,Consistent,0.0
2299,5332,5333.0,2020-04-09,CV-12295,2020,2018,1,1.0,Consistent,0.0
2300,2382,2383.0,2021-03-25,CV-12295,2021,2018,1,1.0,Consistent,430.0
2301,2383,2384.0,2021-03-25,CV-12295,2021,2018,1,1.0,Consistent,0.0
2302,2384,2385.0,2021-03-25,CV-12295,2021,2018,1,1.0,Consistent,0.0
2303,2385,2386.0,2021-03-25,CV-12295,2021,2018,1,1.0,Consistent,0.0
2304,2386,2387.0,2021-03-25,CV-12295,2021,2018,1,1.0,Consistent,0.0
2305,7594,7595.0,2021-04-20,CV-12295,2021,2018,1,1.0,Consistent,0.0
2306,7595,7596.0,2021-04-20,CV-12295,2021,2018,1,1.0,Consistent,0.0
2307,962,963.0,2020-01-09,CV-12805,2020,2020,1,,New,-2289.0
2308,8914,8915.0,2020-09-05,CV-12805,2020,2020,1,1.0,Consistent,0.0
2309,8915,8916.0,2020-09-05,CV-12805,2020,2020,1,1.0,Consistent,0.0
